asOfDate,RealCoupon,ModelCoupon,PercentError
4/29/2008,5.47144,5.28410219,0.034239215
4/30/2008,5.40219,5.189035846,0.039456989
5/1/2008,5.34362,5.146709924,0.036849566
5/2/2008,5.38863,5.187629619,0.037300832
5/5/2008,5.4155,5.190560019,0.041536327
5/6/2008,5.43589,5.236311668,0.036714932
5/7/2008,5.39367,5.204931545,0.034992585
5/8/2008,5.32256,5.159257174,0.030681256
5/9/2008,5.35232,5.163993922,0.035185878
5/12/2008,5.40558,5.183377181,0.041106194
5/13/2008,5.54224,5.362461263,0.03243792
5/14/2008,5.55211,5.383933425,0.03029057
5/15/2008,5.40203,5.237441611,0.030467878
5/16/2008,5.39561,5.22009161,0.032529851
5/19/2008,5.35742,5.160085822,0.036833808
5/20/2008,5.30407,5.11487645,0.035669505
5/21/2008,5.35903,5.158145588,0.037485219
5/22/2008,5.4751,5.286279432,0.034487145
5/23/2008,5.40601,5.207596732,0.036702349
5/27/2008,5.51062,5.312283173,0.035991744
5/28/2008,5.635,5.397727173,0.042106979
5/29/2008,5.71441,5.482464794,0.040589528
5/30/2008,5.67041,5.433371915,0.041802636
6/2/2008,5.60869,5.369292562,0.042683307
6/3/2008,5.55953,5.30396215,0.045969326
6/4/2008,5.66156,5.358637676,0.053505098
6/5/2008,5.76712,5.491048127,0.047869972
6/6/2008,5.72572,5.492463207,0.040738421
6/9/2008,5.81817,5.645772251,0.029630923
6/10/2008,5.96254,5.743873358,0.036673405
6/11/2008,5.88874,5.634708782,0.043138467
6/12/2008,6.01778,5.762709525,0.042386141
6/13/2008,6.05793,5.820107029,0.039258125
6/16/2008,6.08137,5.801265352,0.046059465
6/17/2008,6.00955,5.729534904,0.046595019
6/18/2008,5.90615,5.619761434,0.04848989
6/19/2008,5.94374,5.660670306,0.047624845
6/20/2008,5.92151,5.649576319,0.04592303
6/23/2008,5.98819,5.712892699,0.045973374
6/24/2008,5.9575,5.663756098,0.049306572
6/25/2008,5.95788,5.657452288,0.050425271
6/26/2008,5.90352,5.605869024,0.050419237
6/27/2008,5.84366,5.575308114,0.045921886
6/30/2008,5.82023,5.544099616,0.047443208
7/1/2008,5.87926,5.573478098,0.05201027
7/2/2008,5.90336,5.548763661,0.060066867
7/3/2008,5.94638,5.557067973,0.065470425
7/7/2008,5.951,5.519731882,0.072469857
7/8/2008,5.81904,5.448829254,0.063620588
7/9/2008,5.71617,5.359941127,0.062319503
7/10/2008,5.7032,5.365833043,0.059153976
7/11/2008,5.78406,5.483186782,0.052017652
7/14/2008,5.7262,5.431452396,0.051473508
7/15/2008,5.69922,5.374025356,0.0570595
7/16/2008,5.84484,5.428476153,0.071236141
7/17/2008,6.03498,5.595744363,0.072781623
7/18/2008,6.13689,5.649247077,0.07946092
7/21/2008,6.11861,5.61878728,0.081688933
7/22/2008,6.15327,5.614820985,0.087506158
7/23/2008,6.12548,5.644648193,0.078497001
7/24/2008,5.96688,5.502615237,0.077806955
7/25/2008,6.09366,5.569211546,0.086064607
7/28/2008,5.97205,5.475227143,0.083191342
7/29/2008,6.02543,5.504565851,0.086444312
7/30/2008,5.98257,5.464390446,0.086614875
7/31/2008,5.9366,5.409923834,0.088716802
8/1/2008,5.94304,5.390562412,0.092962118
8/4/2008,6.01006,5.436359214,0.095456749
8/5/2008,6.04893,5.442911939,0.100185993
8/6/2008,6.12899,5.491027929,0.104089266
8/7/2008,6.05188,5.393248647,0.108830868
8/8/2008,6.00624,5.40110735,0.100750661
8/11/2008,6.08798,5.437031356,0.106923585
8/12/2008,6.02876,5.353285556,0.112042019
8/13/2008,6.05706,5.388581549,0.110363518
8/14/2008,6.03352,5.35010805,0.113269194
8/15/2008,5.96405,5.339363907,0.104741928
8/18/2008,5.95599,5.335425475,0.104191667
8/19/2008,5.95402,5.344914916,0.102301484
8/20/2008,5.80583,5.297033675,0.087635416
8/21/2008,5.9001,5.341474783,0.094680635
8/22/2008,5.93749,5.385942989,0.092892285
8/25/2008,5.87194,5.343207765,0.090043876
8/26/2008,5.83232,5.31889256,0.088031425
8/27/2008,5.8015,5.279483787,0.089979525
8/28/2008,5.76723,5.292265471,0.082355746
8/29/2008,5.79853,5.289844743,0.087726589
9/2/2008,5.76158,5.242935935,0.09001768
9/3/2008,5.70324,5.207761222,0.086876719
9/4/2008,5.60593,5.172074486,0.077392246
9/5/2008,5.64419,5.187991612,0.080826193
9/8/2008,5.11343,5.111508311,0.000375812
9/9/2008,5.14552,5.077095666,0.013297846
9/10/2008,5.20774,5.097712992,0.021127592
9/11/2008,5.20018,5.065132554,0.025969764
9/12/2008,5.3042,5.161115409,0.026975716
9/15/2008,5.01762,4.984505791,0.006599585
9/16/2008,5.19951,5.123468253,0.014624791
9/17/2008,5.21897,5.07265693,0.028034855
9/18/2008,5.24059,5.105036636,0.02586605
9/19/2008,5.29412,5.338282006,0.008341709
9/22/2008,5.43345,5.35517671,0.014405818
9/23/2008,5.46543,5.41459867,0.009300518
9/24/2008,5.46486,5.501526573,0.006709517
9/25/2008,5.4753,5.535664681,0.011024908
9/26/2008,5.45085,5.441236895,0.001763597
9/29/2008,5.36504,5.28424499,0.015059536
9/30/2008,5.5156,5.522117302,0.001181613
10/1/2008,5.49707,5.451871302,0.008222325
10/2/2008,5.45694,5.385025429,0.013178553
10/3/2008,5.4475,5.325071186,0.022474312
10/6/2008,5.21162,5.062498989,0.028613178
10/7/2008,5.26288,5.204320827,0.01112683
10/8/2008,5.45232,5.29919013,0.028085268
10/9/2008,5.66674,5.584902282,0.014441763
10/10/2008,5.84477,5.749864084,0.01623775
10/14/2008,6.01234,5.845360035,0.027772875
10/15/2008,5.90519,5.659539752,0.041599042
10/16/2008,5.84358,5.593368762,0.042818142
10/17/2008,5.82867,5.507390422,0.055120564
10/20/2008,5.50881,5.334260539,0.031685511
10/21/2008,5.3554,5.107085938,0.046367043
10/22/2008,5.37637,5.077815313,0.055530904
10/23/2008,5.41055,5.154829042,0.047263394
10/24/2008,5.67504,5.320415183,0.062488514
10/27/2008,5.91991,5.357988409,0.094920631
10/28/2008,6.04844,5.421954517,0.103578027
10/29/2008,6.01414,5.384171815,0.104747842
10/30/2008,6.024,5.386832636,0.105771475
10/31/2008,5.98811,5.417125762,0.095352997
11/3/2008,5.94965,5.376181032,0.096387009
11/4/2008,5.59651,5.195913695,0.071579664
11/5/2008,5.44883,5.111332343,0.061939473
11/6/2008,5.48354,5.147092859,0.061355829
11/7/2008,5.48216,5.225941241,0.046736826
11/10/2008,5.57721,5.197159101,0.068143552
11/12/2008,5.42963,5.065652315,0.067035449
11/13/2008,5.55392,5.208872669,0.06212681
11/14/2008,5.49487,5.256449266,0.043389695
11/17/2008,5.54453,5.242171991,0.054532667
11/18/2008,5.4702,5.163505785,0.056066362
11/19/2008,5.45948,5.106099344,0.064727896
11/20/2008,5.40782,4.911929972,0.091698693
11/21/2008,5.35168,4.936013873,0.077670213
11/24/2008,5.34056,4.911048839,0.080424368
11/25/2008,4.75014,4.642923553,0.022571218
11/26/2008,4.76604,4.603081302,0.034191635
11/28/2008,4.82937,4.575876155,0.052490044
12/1/2008,4.6019,4.352889387,0.054110392
12/2/2008,4.65028,4.249839648,0.08611102
12/3/2008,4.56259,4.232793598,0.072282717
12/4/2008,4.48864,4.234257682,0.05667247
12/5/2008,4.72506,4.320762239,0.085564577
12/8/2008,4.70612,4.34535755,0.076658149
12/9/2008,4.52121,4.325318365,0.043327259
12/10/2008,4.35737,4.293396576,0.01468166
12/11/2008,4.11336,4.27128435,0.038393029
12/12/2008,4.10814,4.26075709,0.037149924
12/15/2008,4.1355,4.093821582,0.010078205
12/16/2008,3.98071,3.710246575,0.067943514
12/17/2008,3.79209,3.484600731,0.081087018
12/18/2008,3.77292,3.430804725,0.090676525
12/19/2008,3.79982,3.506376665,0.077225588
12/22/2008,4.03628,3.570816085,0.115320026
12/23/2008,4.10336,3.614457968,0.119146756
12/24/2008,4.00553,3.660037138,0.086253969
12/26/2008,3.87289,3.62944946,0.062857592
12/29/2008,3.75228,3.598650961,0.040942851
12/30/2008,3.89246,3.573461536,0.08195292
12/31/2008,4.00708,3.648320036,0.08953152
1/2/2009,3.63296,3.836122077,0.055921914
1/5/2009,4.06922,3.842775748,0.055648073
1/6/2009,3.60517,3.741485061,0.037810994
1/7/2009,3.60119,3.622168638,0.005825474
1/8/2009,3.72187,3.503456619,0.058683775
1/9/2009,3.81249,3.398257486,0.108651436
1/12/2009,3.79585,3.319471675,0.125499776
1/13/2009,3.75991,3.291863423,0.124483452
1/14/2009,3.75495,3.25146163,0.134086571
1/15/2009,3.80857,3.344299949,0.121901409
1/16/2009,3.91302,3.369201012,0.138976798
1/20/2009,3.92854,3.420531449,0.129312302
1/21/2009,4.08436,3.597196425,0.119275376
1/22/2009,4.05342,3.670748587,0.094407047
1/23/2009,4.00493,3.744467545,0.065035458
1/26/2009,4.02083,3.832858679,0.046749383
1/27/2009,3.91328,3.740322044,0.044197695
1/28/2009,4.00898,3.840576158,0.042006656
1/29/2009,4.29591,3.995080553,0.070026944
1/30/2009,4.29037,4.071000023,0.051130783
2/2/2009,4.15784,4.019242591,0.033333993
2/3/2009,4.28905,4.110838791,0.041550275
2/4/2009,4.34958,4.236363671,0.026029256
2/5/2009,4.31812,4.217728626,0.023248861
2/6/2009,4.36683,4.285304981,0.018669153
2/9/2009,4.34913,4.301383075,0.0109785
2/10/2009,4.16012,4.192853622,0.007868432
2/11/2009,4.0733,4.01341849,0.014700982
2/12/2009,4.05528,3.958063167,0.023972903
2/13/2009,4.24557,4.15482609,0.021373787
2/17/2009,4.09683,4.011383804,0.020856661
2/18/2009,4.11982,4.054890031,0.01576039
2/19/2009,4.24084,4.144693676,0.022671528
2/20/2009,4.19569,4.086393421,0.026049727
2/23/2009,4.2296,4.066000071,0.038679764
2/24/2009,4.28183,4.109770692,0.040183592
2/25/2009,4.40221,4.340205963,0.014084752
2/26/2009,4.4149,4.335460648,0.017993466
2/27/2009,4.45539,4.416657389,0.008693428
3/2/2009,4.39784,4.311174881,0.019706292
3/3/2009,4.35917,4.337186,0.005043162
3/4/2009,4.38778,4.40587086,0.00412301
3/5/2009,4.22296,4.219487825,0.000822214
3/6/2009,4.21441,4.209907317,0.001068402
3/9/2009,4.26007,4.274101046,0.003293619
3/10/2009,4.2873,4.311015595,0.005531592
3/11/2009,4.22952,4.211861669,0.00417502
3/12/2009,4.17572,4.154891936,0.004987898
3/13/2009,4.17876,4.141795173,0.008845884
3/16/2009,4.20653,4.171242281,0.008388795
3/17/2009,4.20916,4.187480929,0.005150451
3/18/2009,3.87716,3.81063247,0.01715883
3/19/2009,3.83377,3.67142604,0.042345775
3/20/2009,3.89692,3.733099439,0.042038472
3/23/2009,3.92894,3.69189089,0.060334113
3/24/2009,3.93485,3.639319139,0.075106004
3/25/2009,3.96227,3.74008225,0.056075873
3/26/2009,3.93591,3.686804139,0.063290538
3/27/2009,3.91313,3.696428547,0.055378036
3/30/2009,3.88421,3.673941082,0.054134282
3/31/2009,3.8956,3.673837985,0.05692628
4/1/2009,3.90441,3.655236075,0.063818586
4/2/2009,3.98127,3.728515643,0.063485862
4/3/2009,4.07413,3.898597359,0.043084693
4/6/2009,4.06849,3.987532069,0.019898766
4/7/2009,4.0099,3.930982565,0.019680649
4/8/2009,3.93131,3.866464758,0.016494563
4/9/2009,4.01888,3.911914428,0.026615767
4/13/2009,3.98164,3.830735214,0.037900158
4/14/2009,3.95807,3.745837491,0.053620201
4/15/2009,3.93676,3.714813932,0.056377851
4/16/2009,3.97094,3.798222609,0.043495341
4/17/2009,4.03458,3.961127827,0.018205655
4/20/2009,3.99622,3.885390398,0.027733609
4/21/2009,3.99604,3.926877077,0.017307866
4/22/2009,4.02445,3.985249078,0.00974069
4/23/2009,3.99401,3.943017258,0.012767304
4/24/2009,3.99335,4.043630343,0.012591018
4/27/2009,3.83804,3.942174888,0.027132309
4/28/2009,3.90251,3.9587277,0.014405524
4/29/2009,3.9857,4.024763167,0.00980083
4/30/2009,4.0141,4.057156743,0.010726375
5/1/2009,4.08589,4.154870627,0.016882644
5/4/2009,4.03828,4.158684283,0.029815734
5/5/2009,3.98397,4.138003484,0.038663314
5/6/2009,3.96813,4.102852599,0.033951156
5/7/2009,4.08542,4.222357215,0.033518516
5/8/2009,4.12926,4.210410286,0.019652501
5/11/2009,3.99949,4.086263704,0.021696192
5/12/2009,3.98366,4.06378032,0.020112239
5/13/2009,3.93444,4.030009043,0.02429038
5/14/2009,3.93771,4.082017659,0.03664761
5/15/2009,3.94836,4.100666466,0.038574615
5/18/2009,3.99902,4.15109423,0.038027874
5/19/2009,4.00194,4.178488025,0.04411561
5/20/2009,3.96589,4.146846425,0.045628201
5/21/2009,4.0625,4.330807631,0.066044955
5/22/2009,4.12679,4.497180312,0.089752644
5/26/2009,4.1848,4.617475728,0.103392212
5/27/2009,4.54613,4.992441381,0.098173915
5/28/2009,4.69701,4.922607152,0.048029949
5/29/2009,4.3483,4.591809434,0.056001066
6/1/2009,4.65719,5.008544964,0.075443554
6/2/2009,4.60383,4.893382596,0.06289385
6/3/2009,4.53166,4.747111891,0.047543702
6/4/2009,4.72477,5.02424592,0.063384233
6/5/2009,4.91336,5.324781056,0.083735174
6/8/2009,5.02103,5.425842563,0.08062341
6/9/2009,4.96809,5.284718666,0.063732474
6/10/2009,5.05803,5.418767591,0.071319781
6/11/2009,4.9734,5.291577016,0.063975754
6/12/2009,4.84314,5.104801123,0.054027165
6/15/2009,4.71585,4.97514452,0.054983623
6/16/2009,4.65143,4.933018934,0.060538143
6/17/2009,4.55337,4.893340187,0.074663422
6/18/2009,4.86953,5.197627044,0.067377559
6/19/2009,4.79977,5.117169501,0.066128065
6/22/2009,4.70692,5.013199336,0.065070011
6/23/2009,4.71717,4.958384624,0.051135453
6/24/2009,4.72952,4.952598545,0.04716727
6/25/2009,4.55736,4.825113554,0.058751899
6/26/2009,4.52963,4.774376096,0.054032249
6/29/2009,4.53823,4.789541798,0.055376611
6/30/2009,4.58369,4.844359142,0.056868842
7/1/2009,4.55199,4.837439522,0.062708732
7/2/2009,4.51238,4.74405436,0.051341944
7/6/2009,4.51321,4.714776511,0.044661452
7/7/2009,4.47649,4.648111737,0.038338461
7/8/2009,4.32917,4.473868759,0.033424134
7/9/2009,4.43346,4.575054629,0.031937726
7/10/2009,4.33427,4.487380118,0.035325468
7/13/2009,4.40426,4.562432608,0.035913549
7/14/2009,4.47507,4.692188961,0.048517445
7/15/2009,4.64541,4.892550263,0.053200958
7/16/2009,4.57215,4.819369828,0.054070804
7/17/2009,4.63048,4.929237549,0.06451978
7/20/2009,4.56841,4.846310329,0.060830864
7/21/2009,4.44506,4.722175948,0.062342454
7/22/2009,4.49585,4.751747933,0.056918699
7/23/2009,4.67137,4.940779572,0.057672497
7/24/2009,4.60961,4.893210852,0.061523828
7/27/2009,4.63864,4.939388102,0.064835405
7/28/2009,4.58806,4.894512513,0.066793484
7/29/2009,4.54564,4.899102824,0.077758649
7/30/2009,4.54111,4.886380369,0.076032153
7/31/2009,4.39662,4.765409582,0.083880249
8/3/2009,4.52002,4.967009283,0.098890997
8/4/2009,4.57818,4.987997293,0.08951533
8/5/2009,4.6917,5.103325079,0.08773474
8/6/2009,4.70882,5.091158853,0.081196319
8/7/2009,4.80233,5.264375927,0.096212865
8/10/2009,4.69414,5.158848937,0.098997673
8/11/2009,4.6274,5.048365957,0.090972459
8/12/2009,4.63628,5.001211457,0.078712126
8/13/2009,4.52706,4.877225895,0.077349515
8/14/2009,4.49058,4.834260626,0.076533683
8/17/2009,4.46616,4.7716219,0.068394751
8/18/2009,4.50866,4.815033082,0.067952137
8/19/2009,4.47725,4.771706852,0.065767346
8/20/2009,4.44681,4.73587571,0.065005186
8/21/2009,4.52183,4.87045291,0.077097748
8/24/2009,4.48969,4.799593774,0.069025651
8/25/2009,4.46678,4.724396318,0.057673832
8/26/2009,4.4625,4.712605703,0.056046096
8/27/2009,4.48932,4.692426064,0.045242055
8/28/2009,4.48402,4.678673176,0.043410417
8/31/2009,4.42184,4.613791167,0.043409795
9/1/2009,4.4018,4.598126541,0.044601422
9/2/2009,4.31469,4.520993975,0.047814322
9/3/2009,4.36197,4.537429643,0.040224862
9/4/2009,4.42369,4.620148195,0.04441048
9/8/2009,4.41471,4.653126982,0.054005129
9/9/2009,4.39986,4.614224123,0.048720669
9/10/2009,4.28497,4.517125484,0.054179022
9/11/2009,4.28939,4.522529083,0.054352503
9/14/2009,4.35672,4.604910648,0.056967317
9/15/2009,4.39235,4.68347542,0.066280105
9/16/2009,4.3875,4.725431044,0.07702132
9/17/2009,4.31061,4.631733916,0.074496165
9/18/2009,4.38725,4.701672927,0.071667429
9/21/2009,4.41353,4.695462811,0.06387921
9/22/2009,4.3859,4.663735637,0.063347463
9/23/2009,4.3747,4.572501579,0.04521489
9/24/2009,4.30776,4.502564866,0.045221847
9/25/2009,4.26938,4.460338133,0.044727369
9/28/2009,4.21577,4.417772927,0.047916022
9/29/2009,4.20862,4.438611216,0.054647655
9/30/2009,4.22467,4.451696592,0.053738302
10/1/2009,4.10367,4.351838141,0.060474683
10/2/2009,4.10628,4.364271183,0.062828444
10/5/2009,4.13197,4.386416356,0.061579914
10/6/2009,4.14112,4.407507345,0.064327367
10/7/2009,4.09165,4.325944481,0.057261613
10/8/2009,4.12155,4.364854853,0.059032367
10/9/2009,4.25157,4.544439402,0.068885001
10/13/2009,4.21893,4.453815931,0.05567429
10/14/2009,4.32297,4.572393159,0.057697176
10/15/2009,4.40039,4.637960841,0.053988588
10/16/2009,4.35815,4.593349277,0.053967687
10/19/2009,4.34231,4.56442396,0.051151106
10/20/2009,4.3051,4.490481775,0.043060968
10/21/2009,4.35191,4.581746811,0.05281286
10/22/2009,4.34888,4.588983158,0.055210343
10/23/2009,4.38826,4.659301469,0.061765135
10/26/2009,4.45896,4.7575763,0.066969944
10/27/2009,4.3817,4.65018666,0.061274542
10/28/2009,4.29321,4.587327323,0.068507556
10/29/2009,4.35555,4.672923699,0.072866503
10/30/2009,4.28974,4.555276774,0.061900435
11/2/2009,4.34084,4.596503297,0.058897194
11/3/2009,4.37341,4.630123677,0.058698745
11/4/2009,4.39722,4.692972269,0.06725892
11/5/2009,4.34027,4.665480299,0.074928587
11/6/2009,4.29318,4.596869891,0.070737749
11/9/2009,4.27718,4.54882999,0.06351147
11/10/2009,4.25006,4.516166427,0.062612393
11/12/2009,4.20549,4.453843825,0.05905467
11/13/2009,4.12598,4.470963823,0.083612578
11/16/2009,4.02764,4.354885522,0.081249943
11/17/2009,4.08364,4.33665258,0.061957611
11/18/2009,4.13219,4.372451574,0.058143884
11/19/2009,4.14203,4.346888568,0.049458494
11/20/2009,4.11407,4.36532475,0.061072065
11/23/2009,4.08914,4.381032484,0.071382365
11/24/2009,4.00757,4.315735686,0.076895896
11/25/2009,3.99745,4.285618915,0.072088185
11/27/2009,3.95395,4.254092715,0.075909588
11/30/2009,3.949,4.249512203,0.076098304
12/1/2009,4.04365,4.33513569,0.072084797
12/2/2009,4.10651,4.389408354,0.068890214
12/3/2009,4.16943,4.473328466,0.072887293
12/4/2009,4.24431,4.607178893,0.085495379
12/7/2009,4.1946,4.541733674,0.082757277
12/8/2009,4.15043,4.454238222,0.073199216
12/9/2009,4.19167,4.47549321,0.067711249
12/10/2009,4.22515,4.533002794,0.07286198
12/11/2009,4.24709,4.601708759,0.083496879
12/14/2009,4.28317,4.629064624,0.080756688
12/15/2009,4.35407,4.720775363,0.084221283
12/16/2009,4.32492,4.695605442,0.085709202
12/17/2009,4.19822,4.602822256,0.096374715
12/18/2009,4.26291,4.646206376,0.089914255
12/21/2009,4.41004,4.824444577,0.093968439
12/22/2009,4.4854,4.891309731,0.090495771
12/23/2009,4.49594,4.855695536,0.080017869
12/24/2009,4.54667,4.902894391,0.078348416
12/28/2009,4.59678,4.962861743,0.079638735
12/29/2009,4.55623,4.913291953,0.078367851
12/30/2009,4.52277,4.834154085,0.068848092
12/31/2009,4.55925,4.896069445,0.073876064
1/4/2010,4.53253,4.874477985,0.075443071
1/5/2010,4.43666,4.760460209,0.072982877
1/6/2010,4.47574,4.804575155,0.073470567
1/7/2010,4.50504,4.820127506,0.069941112
1/8/2010,4.49953,4.763910902,0.058757448
1/11/2010,4.48888,4.746944959,0.057489832
1/12/2010,4.40876,4.661197798,0.057258231
1/13/2010,4.45415,4.751588114,0.06677775
1/14/2010,4.42659,4.709044848,0.063808676
1/15/2010,4.36967,4.666164719,0.067852886
1/19/2010,4.40197,4.710359402,0.070057134
1/20/2010,4.36779,4.659134268,0.066702902
1/21/2010,4.33517,4.610932476,0.063610533
1/22/2010,4.34531,4.614052395,0.061846542
1/25/2010,4.38081,4.638305325,0.058778017
1/26/2010,4.37082,4.611890965,0.055154631
1/27/2010,4.38713,4.626798888,0.054629995
1/28/2010,4.40354,4.628168065,0.051010792
1/29/2010,4.36203,4.568444329,0.047320704
2/1/2010,4.38304,4.583989932,0.045847159
2/2/2010,4.36193,4.550048468,0.043127347
2/3/2010,4.39478,4.607222374,0.048339706
2/4/2010,4.32385,4.513042248,0.043755507
2/5/2010,4.2766,4.442481021,0.038788061
2/8/2010,4.33204,4.485926255,0.035522815
2/9/2010,4.36532,4.549616367,0.042218295
2/10/2010,4.40636,4.609362011,0.046070228
2/11/2010,4.39879,4.605904925,0.047084522
2/12/2010,4.34606,4.53824948,0.044221543
2/16/2010,4.32327,4.50264145,0.041489764
2/17/2010,4.3914,4.56245994,0.038953395
2/18/2010,4.46816,4.601349449,0.029808568
2/19/2010,4.48631,4.59857316,0.025023496
2/22/2010,4.46245,4.569679289,0.024029242
2/23/2010,4.39144,4.478727347,0.019876703
2/24/2010,4.39585,4.473613459,0.017690198
2/25/2010,4.35418,4.419578541,0.015019715
2/26/2010,4.29075,4.386676427,0.022356564
3/1/2010,4.32837,4.39747883,0.015966479
3/2/2010,4.33437,4.385086318,0.011700966
3/3/2010,4.30757,4.382270633,0.017341711
3/4/2010,4.28354,4.341993586,0.013646093
3/5/2010,4.32644,4.409073377,0.019099624
3/8/2010,4.3426,4.428350375,0.019746321
3/9/2010,4.30864,4.396799386,0.02046107
3/10/2010,4.31726,4.399140695,0.018965894
3/11/2010,4.32585,4.413059888,0.020160174
3/12/2010,4.34343,4.406567737,0.014536377
3/15/2010,4.33894,4.387126147,0.011105511
3/16/2010,4.31666,4.324505293,0.001817445
3/17/2010,4.29599,4.298635541,0.000615816
3/18/2010,4.33242,4.338894768,0.001494492
3/19/2010,4.35592,4.378985878,0.005295294
3/22/2010,4.32647,4.344499796,0.004167323
3/23/2010,4.32888,4.3339113,0.001162264
3/24/2010,4.44807,4.435789333,0.002760898
3/25/2010,4.51081,4.474380624,0.008076017
3/26/2010,4.45679,4.417465626,0.008823475
3/29/2010,4.45928,4.444663051,0.003277872
3/30/2010,4.48989,4.427479467,0.013900237
3/31/2010,4.50331,4.399448298,0.023063414
4/1/2010,4.55501,4.459406768,0.020988589
4/5/2010,4.67493,4.609864343,0.013917996
4/6/2010,4.63966,4.530007984,0.023633632
4/7/2010,4.53391,4.44158401,0.020363437
4/8/2010,4.55471,4.484426163,0.015431023
4/9/2010,4.5415,4.4803442,0.013465991
4/12/2010,4.46068,4.435238651,0.005703469
4/13/2010,4.43649,4.399371362,0.008366668
4/14/2010,4.48641,4.426737352,0.013300757
4/15/2010,4.47895,4.405290944,0.016445608
4/16/2010,4.42115,4.321806561,0.022470045
4/19/2010,4.46477,4.373125737,0.020526088
4/20/2010,4.47168,4.392124122,0.017791049
4/21/2010,4.4287,4.365386917,0.014296088
4/22/2010,4.47368,4.416751186,0.012725276
4/23/2010,4.49658,4.47917509,0.0038707
4/26/2010,4.48697,4.492939777,0.00133047
4/27/2010,4.40982,4.443541188,0.00764684
4/28/2010,4.46529,4.478782453,0.00302163
4/29/2010,4.42317,4.401928118,0.004802411
4/30/2010,4.3907,4.423267523,0.007417387
5/3/2010,4.43302,4.488230619,0.012454403
5/4/2010,4.38044,4.501056227,0.027535185
5/5/2010,4.33516,4.481829116,0.033832458
5/6/2010,4.22256,4.462048021,0.05671631
5/7/2010,4.25838,4.385161971,0.029772348
5/10/2010,4.31165,4.425849352,0.02648623
5/11/2010,4.28638,4.394312093,0.025180244
5/12/2010,4.29267,4.390882512,0.02287912
5/13/2010,4.28249,4.370704362,0.020598848
5/14/2010,4.19185,4.336187202,0.034432817
5/17/2010,4.19016,4.349064064,0.03792315
5/18/2010,4.1366,4.306366608,0.041040131
5/19/2010,4.12777,4.304655689,0.042852603
5/20/2010,4.0603,4.250947982,0.046954161
5/21/2010,4.04344,4.169021222,0.031058015
5/24/2010,4.11355,4.190843156,0.018789891
5/25/2010,4.05822,4.181887001,0.030473213
5/26/2010,4.08488,4.201390166,0.028522298
5/27/2010,4.18162,4.275607957,0.022476446
5/28/2010,4.15474,4.230838976,0.018316182
6/1/2010,4.15107,4.245079672,0.022647094
6/2/2010,4.17668,4.259935593,0.019933438
6/3/2010,4.18758,4.284925964,0.023246353
6/4/2010,4.0385,4.171223337,0.032864513
6/7/2010,4.03222,4.165483115,0.033049564
6/8/2010,3.99958,4.170528303,0.042741564
6/9/2010,3.99425,4.139440549,0.03634989
6/10/2010,4.10653,4.221208158,0.027925806
6/11/2010,4.02205,4.141796702,0.029772554
6/14/2010,4.03885,4.165178093,0.031278233
6/15/2010,4.07554,4.173247099,0.023974025
6/16/2010,4.05488,4.136332778,0.020087593
6/17/2010,3.96819,4.055556852,0.022016802
6/18/2010,3.97044,4.072205526,0.025630793
6/21/2010,3.95504,4.055730101,0.025458681
6/22/2010,3.87492,4.017421181,0.036775258
6/23/2010,3.83092,3.962169234,0.0342605
6/24/2010,3.90814,3.985001581,0.019667049
6/25/2010,3.86458,3.952453573,0.022738195
6/28/2010,3.76157,3.849551675,0.023389615
6/29/2010,3.72533,3.79447125,0.018559765
6/30/2010,3.72459,3.783945283,0.015936058
7/1/2010,3.69379,3.767196729,0.019873011
7/2/2010,3.71696,3.783799378,0.01798227
7/6/2010,3.63513,3.728786116,0.025764172
7/7/2010,3.69837,3.725365892,0.007299403
7/8/2010,3.71168,3.753629854,0.01130212
7/9/2010,3.71575,3.782966055,0.018089499
7/12/2010,3.71395,3.774237559,0.016232733
7/13/2010,3.75306,3.810186169,0.015221225
7/14/2010,3.70043,3.74972912,0.013322538
7/15/2010,3.61225,3.67320496,0.016874513
7/16/2010,3.59773,3.625551754,0.007733141
7/19/2010,3.65741,3.647468287,0.002718239
7/20/2010,3.63593,3.60949659,0.007270055
7/21/2010,3.56787,3.572207892,0.001215821
7/22/2010,3.57445,3.58592419,0.003210057
7/23/2010,3.61862,3.624780699,0.001702499
7/26/2010,3.6203,3.610761115,0.002634833
7/27/2010,3.62,3.652765364,0.009051206
7/28/2010,3.57124,3.575626342,0.001228241
7/29/2010,3.55631,3.568494169,0.00342607
7/30/2010,3.48603,3.502907724,0.004841532
8/2/2010,3.5727,3.540511752,0.009009502
8/3/2010,3.52286,3.495662271,0.007720355
8/4/2010,3.5817,3.529428207,0.014594129
8/5/2010,3.55337,3.490012365,0.017830295
8/6/2010,3.48719,3.420936734,0.018999041
8/9/2010,3.48853,3.40439401,0.024117892
8/10/2010,3.44746,3.333359928,0.033096852
8/11/2010,3.34099,3.237841626,0.030873595
8/12/2010,3.44748,3.289905055,0.045707283
8/13/2010,3.37661,3.27326598,0.03060585
8/16/2010,3.30867,3.229594189,0.023899576
8/17/2010,3.40141,3.243670427,0.04637476
8/18/2010,3.44987,3.232593001,0.062981213
8/19/2010,3.30888,3.183996174,0.037742023
8/20/2010,3.42281,3.213692074,0.061095394
8/23/2010,3.42399,3.204898726,0.063987124
8/24/2010,3.3561,3.124944819,0.06887613
